id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
ambipom,424,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""aipom"",""evoFromMove"":""doublehit""}",213,https://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/424.shtml
amoonguss,591,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""foongus"",""evoFromLevel"":39}",298,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/591.shtml
ampharos-mega,181,transformation_not_species_evolution,,{},99,https://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/181.shtml;https://www.serebii.net/pokedex-sm/181.shtml;https://www.serebii.net/pokedex-swsh/ampharos/;https://www.serebii.net/pokedex-xy/181.shtml
ampharos,181,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flaaffy"",""evoFromLevel"":30}",99,https://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/181.shtml;https://www.serebii.net/pokedex-sm/181.shtml;https://www.serebii.net/pokedex-swsh/ampharos/;https://www.serebii.net/pokedex-xy/181.shtml
annihilape,979,has_findings,E27,"{""evolvesFrom"":""primeape"",""evoFromCondition"":""Use Rage Fist 20 times and level-up""}",504,https://bulbapedia.bulbagarden.net/wiki/Annihilape_(Pok%C3%A9mon),
anorith,347,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/anorith/
appletun-gmax,842,transformation_not_species_evolution,,{},430,https://bulbapedia.bulbagarden.net/wiki/Appletun_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/appletun/;https://www.serebii.net/pokedex-swsh/appletun/
appletun,842,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""applin"",""evoFromItem"":""sweetapple""}",430,https://bulbapedia.bulbagarden.net/wiki/Appletun_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/appletun/;https://www.serebii.net/pokedex-swsh/appletun/
applin,840,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Applin_(Pok%C3%A9mon),
araquanid,752,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dewpider"",""evoFromLevel"":22}",390,https://bulbapedia.bulbagarden.net/wiki/Araquanid_(Pok%C3%A9mon),
arbok,24,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""ekans"",""evoFromLevel"":22}",15,https://bulbapedia.bulbagarden.net/wiki/Arbok_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/024.shtml;https://www.serebii.net/pokedex-swsh/arbok/
arboliva,930,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dolliv"",""evoFromLevel"":35}",482,https://bulbapedia.bulbagarden.net/wiki/Arboliva_(Pok%C3%A9mon),
arcanine-hisui,59,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""growlithe-hisui"",""evoFromItem"":""firestone""}",523,https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/arcanine/
arcanine,59,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""growlithe"",""evoFromItem"":""firestone""}",37,https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/arcanine/
arceus-bug,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-dark,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-dragon,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-electric,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-fairy,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-fighting,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-fire,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-flying,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-ghost,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-grass,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-ground,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-ice,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-legendary,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-poison,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-psychic,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-rock,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-steel,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus-water,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
arceus,493,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/493.shtml;https://www.serebii.net/pokedex-dp/493.shtml;https://www.serebii.net/pokedex-sm/493.shtml;https://www.serebii.net/pokedex-sv/arceus/;https://www.serebii.net/pokedex-swsh/arceus/;https://www.serebii.net/pokedex-xy/493.shtml
archaludon,1018,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""duraludon"",""evoFromItem"":""metalalloy""}",542,https://bulbapedia.bulbagarden.net/wiki/Archaludon_(Pok%C3%A9mon),
archen,566,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),
archeops,567,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""archen"",""evoFromLevel"":37}",285,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/567.shtml
arctibax,997,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""frigibax"",""evoFromLevel"":35}",509,https://bulbapedia.bulbagarden.net/wiki/Arctibax_(Pok%C3%A9mon),
arctovish,883,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arctovish_(Pok%C3%A9mon),
arctozolt,881,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arctozolt_(Pok%C3%A9mon),
ariados,168,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""spinarak"",""evoFromLevel"":22}",93,https://bulbapedia.bulbagarden.net/wiki/Ariados_(Pok%C3%A9mon),
armaldo,348,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""anorith"",""evoFromLevel"":40}",178,https://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/348.shtml;https://www.serebii.net/pokedex-sm/348.shtml
armarouge,936,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""charcadet"",""evoFromItem"":""auspiciousarmor""}",485,https://bulbapedia.bulbagarden.net/wiki/Armarouge_(Pok%C3%A9mon),
aromatisse,683,has_findings,E01;E11,"{""evolvesFrom"":""spritzee"",""evoFromItem"":""sachet""}",327,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/683.shtml;https://www.serebii.net/pokedex-swsh/aromatisse/
aron,304,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/304.shtml;https://www.serebii.net/pokedex-sm/304.shtml
arrokuda,846,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Arrokuda_(Pok%C3%A9mon),
articuno-galar,144,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/144.shtml;https://www.serebii.net/pokedex-swsh/articuno/
articuno,144,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/144.shtml;https://www.serebii.net/pokedex-swsh/articuno/
audino-mega,531,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/531.shtml;https://www.serebii.net/pokedex-swsh/audino/;https://www.serebii.net/pokedex-xy/531.shtml
audino,531,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/531.shtml;https://www.serebii.net/pokedex-swsh/audino/;https://www.serebii.net/pokedex-xy/531.shtml
aurorus,699,has_findings,E27,"{""evolvesFrom"":""amaura"",""evoFromLevel"":39,""evoFromCondition"":""at night""}",353,https://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/699.shtml
avalugg-hisui,713,has_findings,E18,"{""evolvesFrom"":""bergmite"",""evoFromLevel"":37}",533,https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/713.shtml;https://www.serebii.net/pokedex-swsh/avalugg/
avalugg,713,has_findings,E18,"{""evolvesFrom"":""bergmite"",""evoFromLevel"":37}",354,https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/713.shtml;https://www.serebii.net/pokedex-swsh/avalugg/
axew,610,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),
azelf,482,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/482.shtml
azumarill,184,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""marill"",""evoFromLevel"":18}",102,https://bulbapedia.bulbagarden.net/wiki/Azumarill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/184.shtml;https://www.serebii.net/pokedex-sm/184.shtml
azurill,298,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/298.shtml;https://www.serebii.net/pokedex-sm/298.shtml
bagon,371,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Bagon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/371.shtml;https://www.serebii.net/pokedex-swsh/bagon/
baltoy,343,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/343.shtml
banette-mega,354,transformation_not_species_evolution,,{},180,https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/354.shtml;https://www.serebii.net/pokedex-swsh/banette/;https://www.serebii.net/pokedex-xy/354.shtml
banette,354,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""shuppet"",""evoFromLevel"":37}",180,https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/354.shtml;https://www.serebii.net/pokedex-swsh/banette/;https://www.serebii.net/pokedex-xy/354.shtml
barbaracle-mega,689,transformation_not_species_evolution,,{},343,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/689.shtml;https://www.serebii.net/pokedex-sv/barbaracle/
barbaracle,689,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""binacle"",""evoFromLevel"":39}",343,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/689.shtml;https://www.serebii.net/pokedex-sv/barbaracle/
barboach,339,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon),
barraskewda,847,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""arrokuda"",""evoFromLevel"":26}",432,https://bulbapedia.bulbagarden.net/wiki/Barraskewda_(Pok%C3%A9mon),
basculegion-f,902,has_findings,E03;E17;E27,"{""evolvesFrom"":""basculin-white-striped"",""evoFromCondition"":""Receive 294+ recoil without fainting""}",562,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/basculegion/
basculegion,902,has_findings,E03;E17;E27,"{""evolvesFrom"":""basculin-white-striped"",""evoFromCondition"":""Receive 294+ recoil without fainting""}",465,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/basculegion/
basculin-blue-striped,550,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/550.shtml;https://www.serebii.net/pokedex-swsh/basculin/;https://www.serebii.net/pokedex-xy/550.shtml
basculin-white-striped,550,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/550.shtml;https://www.serebii.net/pokedex-swsh/basculin/;https://www.serebii.net/pokedex-xy/550.shtml
basculin,550,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/550.shtml;https://www.serebii.net/pokedex-swsh/basculin/;https://www.serebii.net/pokedex-xy/550.shtml
bastiodon,411,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""shieldon"",""evoFromLevel"":30}",206,https://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/411.shtml;https://www.serebii.net/pokedex-swsh/bastiodon/
baxcalibur-mega,998,transformation_not_species_evolution,,{},510,https://bulbapedia.bulbagarden.net/wiki/Baxcalibur_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/baxcalibur/
baxcalibur,998,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""arctibax"",""evoFromLevel"":54}",510,https://bulbapedia.bulbagarden.net/wiki/Baxcalibur_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/baxcalibur/
bayleef,153,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""chikorita"",""evoFromLevel"":16}",84,https://bulbapedia.bulbagarden.net/wiki/Bayleef_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/153.shtml
beartic,614,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""cubchoo"",""evoFromLevel"":37}",311,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/614.shtml
beautifly-f,267,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""silcoon"",""evoFromLevel"":10}",139,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/267.shtml;https://www.serebii.net/pokedex-sm/267.shtml
beautifly,267,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""silcoon"",""evoFromLevel"":10}",139,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/267.shtml;https://www.serebii.net/pokedex-sm/267.shtml
beedrill-mega,15,transformation_not_species_evolution,,{},10,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/015.shtml;https://www.serebii.net/pokedex-swsh/beedrill/;https://www.serebii.net/pokedex-xy/015.shtml
beedrill,15,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""kakuna"",""evoFromLevel"":10}",10,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/015.shtml;https://www.serebii.net/pokedex-swsh/beedrill/;https://www.serebii.net/pokedex-xy/015.shtml
